,headline,category,short_description,date,Subjectivity,Polarity,Content Subjectivity,Content Polarity
2740,"Women in Business Q&A: Carole Coleman, SVP, Karlitz & Company",BUSINESS,"As SVP/General Manager of Karlitz & Company, Carole Coleman's responsibilities include providing strategic direction, managing client and partner relationships, supervising staff, and new business development.",2015-03-01,0.0,0.0,0.45454545454545453,0.13636363636363635
2741,Once Again: Can A Mission-Driven Nonprofit Be Blindsided?,BUSINESS,"Strange to say, a nonprofit organization and Board can become too dedicated to its mission! Such overzealousness can cause them to overlook opportunities for strategic change.",2015-03-01,0.0,0.0,0.325,-0.03125
2742,The Leadership Paradox,BUSINESS,"I suggest we need to step back and consider leadership as a phenomenon, and ask what we mean when we use the term. For example, it is almost impossible to imagine a leader as a solitary entity -- there are always others to follow. If this is so, then perhaps leadership is more of a social phenomena than the product of an individual's vision or some set of competencies.",2015-02-28,0.0,0.0,0.44236111111111115,-0.07430555555555556
2745,How Do You Grow An Audience?,BUSINESS,"I recently gave a talk on audience growth, and while I don't have all the answers, I do know a few things. I've learned both from my own experience and that of the people I work with (some of whom have much larger audiences than mine).",2015-02-28,0.0,0.0,0.4625,0.09999999999999999
2747,"Women in Business Q&A: Michelle Forsythe, Co-Founder & CEO, NoteStream",BUSINESS,Michelle Forsythe is the Co-Founder and the Chief Executive Officer of NoteStream,2015-02-28,0.0,0.0,0.0,0.0
2748,10 Steps to Fight Inertia,BUSINESS,"If so, here are 10 actions you can take to dislodge your organization from its conventional thinking rut.",2015-02-28,0.0,0.0,0.35714285714285715,-0.14285714285714285
2749,"Women in Business Q&A: Mary Pearson, Founder, Pearson Farm's Retail Division",BUSINESS,"Mary is the founder and creator of Pearson Farm's Retail Division. When Mary Pearson married Al Pearson of Pearson farm, she not only gained the love of her life, but grew to have a great love for the beautiful large trees on the Peach farm.",2015-02-28,0.0,0.0,0.6612244897959184,0.4448979591836735
2750,The Emerging Markets Housing Bubble,BUSINESS,"While in most advanced economies, housing prices contracted for a prolonged period both during and after the crisis, in emerging markets, housing prices suffered brief declines, recovered quickly and have kept rising since.",2015-02-27,0.0,0.0,0.48333333333333334,0.30833333333333335
2755,3 Reasons Why Every Employer Needs to Focus on Employer Branding,BUSINESS,"Employer branding may seem like the latest buzzword whispered around town, but those of us in the talent management game have been executing these tactics for several years and attracting the best talent to our organizations in the process.",2015-02-26,0.0,0.0,0.4,0.275
2756,How We Built an Office That Works for Employees and Guests,BUSINESS,"When visitors come into our new office in Midtown Manhattan, one of the first questions we often get is, ""Can I have my own desk here?""",2015-02-26,0.0,0.0,0.5959595959595959,0.3287878787878788
2757,Why You Need Human Data For Real Customer Engagement,BUSINESS,A cataclysmic shift is occurring in BtoB and BtoC marketing. Customers are ignoring generic messaging and demanding personalized and relevant communications based on their individual preferences.,2015-02-26,0.2,0.1,0.43333333333333335,0.13333333333333333
2758,Imagine Being Able To See The Doctor And Get Medicine At Work,BUSINESS,At some companies an on-site clinic is already a reality.,2015-02-25,0.625,0.5,0.0,0.0
2759,What Kind of Resources Are Your Humans?,BUSINESS,"Do you invest in the organization you join, by bringing your best efforts to the table and having the right attitude for a long-term commitment, or are you simply doing the bare minimum and collecting a pay check?",2015-02-25,0.9,0.6,0.32321428571428573,0.3339285714285714
2760,What Qualities Set You Apart in Business?,BUSINESS,"Why would someone choose to do business with you? Because you have taken the time, and put in the effort to give them your best self.",2015-02-25,0.0,0.0,0.3,1.0
2761,Self-directed Retirement Accounts and Turnkey Rental Investing,BUSINESS,"The investor who wants to invest in rental property without searching out homes, doing rehab, finding tenants and handling management find this an attractive option. There are advantages to this approach.",2015-02-25,0.0,0.0,0.55,0.5
2762,Does Your Writing Reveal Secrets About Your Leadership?,BUSINESS,"Vision, attitudes, and personality generally come through loud and clear in your writing.  Your challenge:  Make the revelations intentional!",2015-02-25,0.0,0.0,0.5611111111111111,0.09166666666666667
2764,#ExceptionalCareers Series: The Requirements of Courage and Competence,BUSINESS,"For this edition of The #ExceptionalCareers Series, I asked Deb Henretta to reflect on her career and share insights on mentors, taking on challenges, and what it takes to be a leader.",2015-02-25,0.0,0.0,0.0,0.0
2765,Employees in Creative Roles Deserve Strong Managers Too!,BUSINESS,"What if the nature of the employee's job is to be creative and innovative? This requires that an employee be willing to take risks and make mistakes. Should you still manage that employee closely? Should you still tell him what to do and how to do it? Should you still monitor, measure and document?",2015-02-25,0.8666666666666667,0.5208333333333333,0.9166666666666666,0.4166666666666667
2766,Meet Jon Vein: A Collaborative Leader,BUSINESS,"His collaborative approach requires self-awareness that many leaders lack. Jon defines it as having the capacity to accurately perceive and adapt to the emotions of his subordinates, while using his own emotions to guide his thinking and overcome challenges.",2015-02-24,0.0,0.0,0.7111111111111111,0.5
2767,Get Even,BUSINESS,"I was in debt. Serious debt. The ""how-will-I-ever-pay-this-back?"" kind of debt. The kind that haunts you in those moments right before you fall asleep.",2015-02-24,0.0,0.0,0.7505952380952381,0.28809523809523807
2768,Cash Back Incentives:  A Winning Strategy for Health Insurers and Consumers,BUSINESS,Health conscious consumers who have proven their value to insurers over the course of twelve months deserve to receive financial reimbursement for their efforts.  Even a year's worth of successful compliance by those patients facing on-going conditions such as diabetes would prove beneficial to patient and insurer.,2015-02-24,0.375,0.25,0.41,0.22999999999999998
2770,Multinational Corporations Still Driving Tax Policy,BUSINESS,The power of the multinational corporations operating below the notice of the mainstream media has been clarified by two recent proposals.,2015-02-24,0.0,0.0,0.25,0.0
2771,How to Become a Person of Influence,BUSINESS,"Whether you are looking for a new career challenge, growing your business or starting a new company, becoming a person of influence in your industry can be very rewarding -- both personally and professionally.",2015-02-24,0.0,0.0,0.4655844155844156,0.21038961038961038
2772,Can Big Data Save the World?,BUSINESS,"This paradigm shift demands that leaders evolve along with their organizations. To be successful, leaders must learn the skills to connect, empower, motivate, mentor, train, and inspire their valuable human capital.",2015-02-24,0.1,0.0,0.525,0.375
2773,"Because That's Where The Money Is: Cyberrobbery, Backward Banks (and Palette Does Not Rhyme With Ballet)",BUSINESS,"Here, finally, is the great black-ice pileup between so-called ""IT"" and ""marketing.""  And banks suck it up to avoid revealing their vulnerability and lack of internal controls to regulatory watchdogs, customers -- and thieves.",2015-02-23,0.0,0.0,0.5833333333333334,0.26666666666666666
2774,"Women in Business Q&A: Julie Yoo, Co-Founder & Chief Product Officer, Kyruus",BUSINESS,"Julie Yoo is a Co-Founder of Kyruus and serves as the company's Chief Product Officer. She was previously the VP of Clinical Product Strategy at Generation Health, where she oversaw the development of the company's clinical programs and data analytics platform.",2015-02-22,0.0,0.0,0.16666666666666666,-0.16666666666666666
2775,"Women in Business Q&A: Nicole Noonan, Esq., CEO of Novitas US",BUSINESS,"Nicole Noonan, Esq., CEO of Novitas US, is a nationally recognized divorce expert.  Crowned the ""Fairy Godmother of Divorce"" by the New York Post's Julia Marsh, Nicole is an advocate for the protection of women and their rights.",2015-02-22,0.0,0.0,0.45454545454545453,0.13636363636363635
2779,Fired Up! Entrepreneurial Passion Fuel,BUSINESS,"Focus on the rewards of being an entrepreneur. Feel the gratitude for the success you have. By keeping the fires of passion for what you do in your conscious awareness, you can prime the pump for success every day",2015-02-21,0.0,0.0,0.16666666666666666,0.2333333333333333
2780,"Women in Business Q&A: Kelly Roberts, Historic Mission Inn & Spa",BUSINESS,"Kelly Roberts graduated with a Bachelor of Arts degree from the University of Southern California and additionally earned a degree in law.  She is an entrepreneur who invests in Real Estate, apartments and other interesting businesses. Kelly is an equestrian and her hobbies include mixed martial arts and Pilates.",2015-02-21,0.0,0.0,0.23750000000000002,0.09583333333333333
